OperonID	GI	Synonym	Start	End	Strand	Length	COG_number	Product
1253370	385780151	Clo1313_2885	3393835	3394743	-	302	-	AraC family transcriptional regulator
1253370	385780152	Clo1313_2886	3394791	3395408	-	205	-	hypothetical protein
1253371	385780155	Clo1313_2889	3398080	3398568	-	162	-	FlgN family protein
1253371	385780156	Clo1313_2890	3398579	3398983	-	134	-	flagellar protein FliS
1253371	385780157	Clo1313_2891	3399048	3401564	-	838	-	flagellar hook-associated 2 domain-containing protein
1253371	385780158	Clo1313_2892	3401570	3401965	-	131	-	flagellar protein FlaG protein
1253372	385780159	Clo1313_2893	3402029	3402973	-	314	-	NAD-dependent epimerase/dehydratase
1253372	385780160	Clo1313_2894	3402989	3404158	-	389	-	UDP-4-keto-6-deoxy-N-acetylglucosamine 4-aminotransferase
1253372	385780161	Clo1313_2895	3404217	3405281	-	354	-	pseudaminic acid biosynthesis-associated protein PseG
1253372	385780162	Clo1313_2896	3405291	3405974	-	227	-	LmbE family protein
1253372	385780163	Clo1313_2897	3405967	3406701	-	244	-	methionyl-tRNA formyltransferase
1253372	385780164	Clo1313_2898	3406686	3407096	-	136	-	Glyoxalase/bleomycin resistance protein/dioxygenase
1253372	385780165	Clo1313_2899	3407093	3408739	-	548	-	FkbH-like protein
1253372	385780166	Clo1313_2900	3408745	3408960	-	71	-	phosphopantetheine-binding protein
1253372	385780167	Clo1313_2901	3408966	3409577	-	203	-	pseudaminic acid biosynthesis N-acetyl transferase
1253372	385780168	Clo1313_2902	3409559	3410611	-	350	-	pseudaminic acid synthase
1253372	385780169	Clo1313_2903	3410669	3411409	-	246	-	acylneuraminate cytidylyltransferase
1253372	385780170	Clo1313_2904	3411441	3412085	-	214	-	pseudaminic acid biosynthesis-associated methylase
1253373	385780171	Clo1313_2905	3412212	3413210	-	332	-	polysaccharide biosynthesis protein CapD
1253373	385780172	Clo1313_2906	3413197	3414609	-	470	-	hypothetical protein
1253373	385780173	Clo1313_2907	3414590	3414973	-	127	-	hypothetical protein
1253373	385780174	Clo1313_2908	3414955	3416859	-	634	-	hypothetical protein
1253374	385780175	Clo1313_2909	3416965	3417783	-	272	-	flagellin domain-containing protein
1253374	385780176	Clo1313_2910	3417856	3418677	-	273	-	flagellin domain-containing protein
1253375	385780178	Clo1313_2912	3420525	3420752	-	75	-	carbon storage regulator CsrA
1253375	385780179	Clo1313_2913	3420724	3421203	-	159	-	hypothetical protein
1253375	385780180	Clo1313_2914	3421233	3421811	-	192	-	hypothetical protein
1253376	385780181	Clo1313_2915	3421855	3422763	-	302	-	flagellar hook-associated protein 3
1253376	385780182	Clo1313_2916	3422804	3424363	-	519	-	flagellar hook-associated protein FlgK
1253376	385780183	Clo1313_2917	3424370	3425839	-	489	-	flagellar hook-associated protein FlgK
1253376	385780184	Clo1313_2918	3425859	3426359	-	166	-	FlgN family protein
1253377	385780187	Clo1313_2921	3427547	3428209	-	220	-	phosphoribosyltransferase
1253377	385780188	Clo1313_2922	3428203	3430434	-	743	-	recombinase D
1253378	385780194	Clo1313_2928	3435938	3437350	-	470	-	tRNA(Ile)-lysidine synthetase
1253378	385780195	Clo1313_2929	3437366	3438703	-	445	-	replicative DNA helicase
1253378	385780196	Clo1313_2930	3438757	3439203	-	148	-	50S ribosomal protein L9
1253378	385780197	Clo1313_2931	3439250	3441259	-	669	-	phosphoesterase RecJ domain-containing protein
1253378	385780198	Clo1313_2932	3441285	3441626	-	113	-	hypothetical protein
1253379	385780200	Clo1313_2934	3442979	3443305	+	108	-	hypothetical protein
1253379	385780201	Clo1313_2935	3443292	3445247	+	651	-	V-type ATPase 116 kDa subunit
1253379	385780202	Clo1313_2936	3445264	3445731	+	155	-	H+transporting two-sector ATPase subunit C
1253379	385780203	Clo1313_2937	3445758	3446354	+	198	-	H+transporting two-sector ATPase E subunit
1253379	385780204	Clo1313_2938	3446392	3447411	+	339	-	H+transporting two-sector ATPase C (AC39) subunit
1253379	385780205	Clo1313_2939	3447404	3447724	+	106	-	Vacuolar H+transporting two-sector ATPase F subunit
1253380	385780206	Clo1313_2940	3447807	3449597	+	596	-	H+transporting two-sector ATPase subunit alpha/beta
1253380	385780207	Clo1313_2941	3449599	3450981	+	460	-	H+transporting two-sector ATPase subunit alpha/beta
1253381	385780211	Clo1313_2945	3454736	3455650	+	304	-	hypothetical protein
1253381	385780212	Clo1313_2946	3455655	3456776	+	373	-	hypothetical protein
1253382	385780217	Clo1313_2952	3461924	3462787	+	287	-	family 3 extracellular solute-binding protein
1253382	385780218	Clo1313_2953	3462822	3463532	+	236	-	polar amino acid ABC transporter inner membrane subunit
1253382	385780219	Clo1313_2954	3463516	3464340	+	274	-	ABC transporter
1253383	385780220	Clo1313_2955	3464363	3465448	-	361	-	response regulator receiver modulated CheB methylesterase
1253383	385780221	Clo1313_2956	3465448	3466260	-	270	-	chemotaxis protein CheR
1253384	385780222	Clo1313_2957	3466424	3470851	-	1475	-	methyl-accepting chemotaxis sensory transducer
1253384	385780223	Clo1313_2958	3470886	3472994	-	702	-	CheA signal transduction histidine kinase
1253384	385780224	Clo1313_2959	3473009	3473434	-	141	-	CheW protein
1253385	385780228	Clo1313_2964	3476850	3477569	-	239	-	hypothetical protein
1253385	385780229	Clo1313_2965	3477548	3478228	-	226	-	ABC transporter
1253386	385780230	Clo1313_2966	3478546	3479004	-	152	-	hypothetical protein
1253386	385780231	Clo1313_2967	3479021	3479560	-	179	-	hypothetical protein
1253386	385780232	Clo1313_2968	3479601	3479888	-	95	-	hypothetical protein
1253387	385780233	Clo1313_2969	3482114	3482377	-	87	-	CRISPR-associated protein Cas2
1253387	385780234	Clo1313_2970	3482391	3483383	-	330	-	CRISPR-associated protein Cas1
1253387	385780235	Clo1313_2971	3483397	3483903	-	168	-	CRISPR-associated protein Cas4
1253387	385780236	Clo1313_2972	3483922	3486174	-	750	-	CRISPR-associated helicase Cas3
1253387	385780237	Clo1313_2973	3486196	3486921	-	241	-	CRISPR-associated protein Cas5
1253387	385780238	Clo1313_2974	3486940	3487824	-	294	-	DevR family CRISPR-associated autoregulator
1253387	385780239	Clo1313_2975	3487830	3489506	-	558	-	hypothetical protein
1253387	385780240	Clo1313_2976	3489518	3490240	-	240	-	CRISPR-associated protein Cas6
1253388	385780244	Clo1313_2980	3494068	3494490	+	140	-	hemerythrin-like metal-binding protein
1253388	385780245	Clo1313_2981	3494487	3494951	+	154	-	chemotaxis protein CheC
1253389	385780250	Clo1313_2986	3499394	3500149	-	251	-	hypothetical protein
1253389	385780251	Clo1313_2987	3500181	3500660	-	159	-	hypothetical protein
1253389	385780252	Clo1313_2988	3500680	3501471	-	263	-	beta-lactamase
1253389	385780253	Clo1313_2989	3501501	3502754	-	417	-	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
1253390	385780254	Clo1313_2990	3502892	3503728	-	278	-	hypothetical protein
1253390	385780255	Clo1313_2991	3503734	3505200	-	488	-	hypothetical protein
1253390	385780256	Clo1313_2992	3505216	3505746	-	176	-	hypothetical protein
1253391	385780257	Clo1313_2993	3505858	3507660	-	600	-	multi-sensor signal transduction histidine kinase
1253391	385780258	Clo1313_2994	3507716	3508414	-	232	-	winged helix family two component transcriptional regulator
1253391	385780259	Clo1313_2995	3508411	3508623	-	70	-	hypothetical protein
1253392	385780263	Clo1313_2999	3512587	3513714	-	375	-	group 1 glycosyl transferase
1253392	385780264	Clo1313_3000	3513692	3515005	-	437	-	hypothetical protein
1253392	385780265	Clo1313_3001	3514983	3516215	-	410	-	group 1 glycosyl transferase
1253393	385780266	Clo1313_3002	3516290	3517333	-	347	-	group 1 glycosyl transferase
1253393	385780267	Clo1313_3003	3517347	3518666	-	439	-	nucleotide sugar dehydrogenase
1253393	385780268	Clo1313_3004	3518716	3519882	-	388	-	family 2 glycosyl transferase
1253394	385780269	Clo1313_3005	3519947	3521005	-	352	-	hypothetical protein
1253394	385780270	Clo1313_3006	3521016	3521474	-	152	-	N-acetyltransferase GCN5
1253394	385780271	Clo1313_3007	3521449	3522147	-	232	-	undecaprenyl-phosphate galactose phosphotransferase
1253394	385780272	Clo1313_3008	3522149	3523297	-	382	-	glutamine--scyllo-inositol transaminase
1253394	385780273	Clo1313_3009	3523356	3526385	-	1009	-	O-antigen polymerase
1253394	385780274	Clo1313_3010	3526427	3527707	-	426	-	lipopolysaccharide biosynthesis protein
1253395	385780277	Clo1313_3013	3531901	3532344	+	147	-	cell wall hydrolase SleB
1253395	385780278	Clo1313_3014	3532400	3532849	+	149	-	hypothetical protein
1253396	385780281	Clo1313_3017	3535133	3535966	-	277	-	nicotinate-nucleotide pyrophosphorylase
1253396	385780282	Clo1313_3018	3535995	3537593	-	532	-	L-aspartate oxidase
1253397	385780290	Clo1313_3026	3554583	3555311	-	242	-	methyltransferase GidB
1253397	385780291	Clo1313_3027	3555331	3557223	-	630	-	glucose inhibited division protein A
1253397	385780292	Clo1313_3028	3557245	3558624	-	459	-	tRNA modification GTPase TrmE
1253398	385780293	Clo1313_3029	3558840	3559460	-	206	-	single-stranded nucleic acid binding R3H domain-containing protein
1253398	385780294	Clo1313_3030	3559461	3560336	-	291	-	YidC/Oxa1 family membrane protein insertase
1253398	385780295	Clo1313_3031	3560357	3560572	-	71	-	hypothetical protein
1253398	385780296	Clo1313_3032	3560554	3560934	-	126	-	ribonuclease P protein component
3577021	385777387	Clo1313_0001	212	1543	+	443	-	chromosomal replication initiator protein DnaA
3577022	385777391	Clo1313_0005	4410	4724	+	104	-	hypothetical protein
3577023	385777392	Clo1313_0006	4773	6698	+	641	-	DNA gyrase subunit B
3577024	385777397	Clo1313_0011	11323	12594	+	423	-	seryl-tRNA synthetase
3577025	385777398	Clo1313_0012	13113	14513	-	466	-	major facilitator superfamily protein
3577026	385777399	Clo1313_0013	14850	15764	-	304	-	copper amine oxidase-like domain-containing protein
3577027	385777400	Clo1313_0014	16039	16608	-	189	-	S-layer protein
3577028	385777401	Clo1313_0015	16820	17353	+	177	-	hypothetical protein
3577029	385777402	Clo1313_0016	17463	19172	-	569	-	VanW family protein
3577030	385777403	Clo1313_0017	19517	20788	-	423	-	peptidase M14 carboxypeptidase A
3577031	385777404	Clo1313_0018	20974	21297	+	107	-	hypothetical protein
3577032	385777405	Clo1313_0019	21451	21729	+	92	-	pro-sigmaK processing inhibitor BofA
3577033	385777410	Clo1313_0024	25190	25312	-	40	-	lipoprotein
3577034	385777411	Clo1313_0025	25455	26294	-	279	-	hypothetical protein
3577035	385777412	Clo1313_0026	26384	27103	-	239	-	helix-turn-helix domain-containing protein
3577036	385777413	Clo1313_0027	27771	28034	+	87	-	hypothetical protein
3577037	385777414	Clo1313_0028	28210	29430	+	406	-	glycosyl transferase family protein
3577038	385777415	Clo1313_0029	29572	30561	+	329	-	CotS family spore coat protein
3577039	385777416	Clo1313_0030	30673	32343	-	556	-	Formate--tetrahydrofolate ligase
3577040	385777417	Clo1313_0031	32510	33385	+	291	-	sporulation peptidase YabG
3577041	385777418	Clo1313_0032	33620	33886	+	88	-	hypothetical protein
3577042	385777419	Clo1313_0033	34163	35731	+	522	-	Peptidoglycan-binding lysin domain
3577043	385777420	Clo1313_0034	35989	36825	+	278	-	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
3577044	385777421	Clo1313_0035	36932	37624	+	230	-	GntR family transcriptional regulator
3577045	385777422	Clo1313_0036	37635	37841	-	68	-	heavy metal transport/detoxification protein
3577046	385777423	Clo1313_0037	38050	38562	+	170	-	hypothetical protein
3577047	385777424	Clo1313_0038	38642	40264	+	540	-	AAA ATPase
3577048	385777427	Clo1313_0041	42139	43731	+	530	-	hypothetical protein
3577049	385777430	Clo1313_0044	47746	48768	+	340	-	NLP/P60 protein
3577050	385777433	Clo1313_0048	52424	53512	+	362	-	abortive infection protein
3577051	385777434	Clo1313_0049	53564	54607	-	347	-	AAA ATPase
3577052	385777435	Clo1313_0050	54692	55618	-	308	-	primosome subunit DnaD
3577053	385777436	Clo1313_0051	56185	57966	+	593	-	metal dependent phosphohydrolase
3577054	385777437	Clo1313_0052	57997	58245	+	82	-	hypothetical protein
3577055	385777438	Clo1313_0053	58408	59481	-	357	-	hypothetical protein
3577056	385777439	Clo1313_0054	59659	62664	-	1001	-	type 3a cellulose-binding domain-containing protein
3577057	385777440	Clo1313_0055	62788	63618	-	276	-	copper amine oxidase-like domain-containing protein
3577058	385777445	Clo1313_0060	67870	68940	-	356	-	sporulation integral membrane protein YtvI
3577059	385777452	Clo1313_0067	74595	74831	-	78	-	hypothetical protein
3577060	385777453	Clo1313_0068	75009	75518	+	169	-	shikimate kinase
3577061	385777454	Clo1313_0070	76031	76510	+	159	-	N-acetyltransferase GCN5
3577062	385777455	Clo1313_0071	76664	77089	+	141	-	hypothetical protein
3577063	385777456	Clo1313_0072	77161	77964	-	267	-	DeoR family transcriptional regulator
3577064	385777465	Clo1313_0081	87787	91050	-	1087	-	SNF2 helicase associated domain-containing protein
3577065	385777468	Clo1313_0084	93693	96821	-	1042	-	S-layer protein
3577066	385777469	Clo1313_0085	97366	97851	+	161	-	CMP/dCMP deaminase zinc-binding protein
3577067	385777470	Clo1313_0087	98287	98895	+	202	-	cupin
3577068	385777473	Clo1313_0090	101772	104951	+	1059	-	S-layer protein
3577069	385777474	Clo1313_0091	105136	105951	+	271	-	peptidase U57 YabG
3577070	385777475	Clo1313_0092	106095	108053	+	652	-	DNA topoisomerase type IA central domain-containing protein
3577071	385777476	Clo1313_0093	108303	109160	+	285	-	hypothetical protein
3577072	385777477	Clo1313_0094	109591	110439	+	282	-	mechanosensitive ion channel protein MscS
3577073	385777478	Clo1313_0095	110645	110845	+	66	-	hypothetical protein
3577074	385777479	Clo1313_0096	110933	112111	+	392	-	peptidase S1 and S6 chymotrypsin/Hap
3577075	385777480	Clo1313_0097	112217	112510	+	97	-	hypothetical protein
3577076	385777481	Clo1313_0098	112660	113124	+	154	-	CMP/dCMP deaminase zinc-binding protein
3577077	385777489	Clo1313_0106	121360	121740	+	126	-	hypothetical protein
3577078	385777490	Clo1313_0107	122010	122453	+	147	-	AsnC family transcriptional regulator
3577079	385777524	Clo1313_0142	154723	155736	-	337	-	radical SAM protein
3577080	385777527	Clo1313_0145	158623	159996	+	457	-	DegT/DnrJ/EryC1/StrS aminotransferase
3577081	385777528	Clo1313_0146	160134	160682	+	182	-	dTDP-4-dehydrorhamnose 3,5-epimerase
3577082	385777531	Clo1313_0149	163006	164787	-	593	-	hypothetical protein
3577083	385777532	Clo1313_0150	165028	166251	-	407	-	transposase mutator type
3577084	385777533	Clo1313_0151	166396	167082	-	228	-	hypothetical protein
3577085	385777534	Clo1313_0152	168006	169367	-	453	-	radical SAM protein
3577086	385777535	Clo1313_0153	169416	169586	-	56	-	cupin
3577087	385777536	Clo1313_0154	169744	170418	-	224	-	hypothetical protein
3577088	385777537	Clo1313_0155	170559	170918	-	119	-	hypothetical protein
3577089	385777538	Clo1313_0156	171089	171298	-	69	-	hypothetical protein
3577090	385777539	Clo1313_0157	171661	174051	+	796	-	hypothetical protein
3577091	385777540	Clo1313_0159	174977	175597	-	206	-	hypothetical protein
3577092	385777544	Clo1313_0163	178880	180172	+	430	-	hypothetical protein
3577093	385777545	Clo1313_0164	180204	180674	-	156	-	adenylate cyclase
3577094	385777546	Clo1313_0165	180920	182440	-	506	-	Ppx/GppA phosphatase
3577095	385777554	Clo1313_0173	188334	189122	+	262	-	amidohydrolase 2
3577096	385777557	Clo1313_0176	190588	191946	-	452	-	hypothetical protein
3577097	385777558	Clo1313_0177	192359	194278	+	639	-	glycoside hydrolase
3577098	385777559	Clo1313_0178	194504	194920	+	138	-	hypothetical protein
3577099	385777560	Clo1313_0179	194971	195438	+	155	-	hypothetical protein
3577100	385777578	Clo1313_0197	210663	212417	+	584	-	hypothetical protein
3577101	385777582	Clo1313_0201	222664	223416	+	250	-	hypothetical protein
3577102	385777583	Clo1313_0202	223482	224750	+	422	-	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
3577103	385777584	Clo1313_0203	225041	226045	+	334	-	stage II sporulation protein D
3577104	385777585	Clo1313_0204	226127	227047	+	306	-	peptidase M23
3577105	385777586	Clo1313_0205	227390	227653	+	87	-	sporulation transcriptional regulator SpoIIID
3577106	385777587	Clo1313_0206	227823	228857	+	344	-	MreB/Mrl family cell shape determining protein
3577107	385777592	Clo1313_0211	232381	232731	-	116	-	ABC transporter ATP-binding protein
3577108	385777593	Clo1313_0213	233630	234070	+	146	-	beta-hydroxyacyl-(ACP) dehydratase FabZ
3577109	385777594	Clo1313_0214	234173	235582	-	469	-	UDP-N-acetylmuramate--L-alanine ligase
3577110	385777595	Clo1313_0215	235980	236798	+	272	-	purine operon repressor, PurR
3577111	385777596	Clo1313_0216	236996	237280	+	94	-	SpoVG family protein
3577112	385777601	Clo1313_0221	244731	245825	+	364	-	PpiC-type peptidyl-prolyl cis-trans isomerase
3577113	385777604	Clo1313_0224	246886	247320	+	144	-	pyridoxamine 5'-phosphate oxidase-like FMN-binding protein
3577114	385777619	Clo1313_0239	262134	263957	-	607	-	polysaccharide biosynthesis protein CapD
3577115	385777620	Clo1313_0240	264265	264597	+	110	-	hypothetical protein
3577116	385777624	Clo1313_0244	267234	267785	+	183	-	stage V sporulation protein T
3577117	385777625	Clo1313_0245	268016	268801	+	261	-	MazG family protein
3577118	385777626	Clo1313_0246	268952	269227	+	91	-	histone family protein DNA-binding protein
3577119	385777627	Clo1313_0247	269337	269576	+	79	-	RNA-binding S4 domain-containing protein
3577120	385777630	Clo1313_0250	270681	270962	+	93	-	septum formation initiator
3577121	385777631	Clo1313_0251	271081	271503	+	140	-	RNA binding S1 domain-containing protein
3577122	385777632	Clo1313_0252	272225	273481	+	418	-	methyl-accepting chemotaxis sensory transducer
3577123	385777633	Clo1313_0253	273791	275491	+	566	-	ABC-1 domain-containing protein
3577124	385777634	Clo1313_0254	275492	275896	-	134	-	Zn-finger containing protein
3577125	385777635	Clo1313_0255	275962	278556	-	864	-	P-type HAD superfamily ATPase
3577126	385777636	Clo1313_0256	278837	279397	+	186	-	regulatory protein TetR
3577127	385777637	Clo1313_0258	281749	282219	+	156	-	hypothetical protein
3577128	385777638	Clo1313_0259	282446	282586	+	46	-	hypothetical protein
3577129	385777639	Clo1313_0260	283500	283757	+	85	-	hydrolase
3577130	385777642	Clo1313_0264	285276	285698	+	140	-	hypothetical protein
3577131	385777643	Clo1313_0265	285953	286621	+	222	-	hypothetical protein
3577132	385777644	Clo1313_0266	286834	288264	+	476	-	GumN family protein
3577133	385777647	Clo1313_0270	291344	293581	-	745	-	peptidase S41
3577134	385777648	Clo1313_0271	294611	297007	+	798	-	stage II sporulation protein E
3577135	385777649	Clo1313_0272	297081	297422	+	113	-	hypothetical protein
3577136	385777650	Clo1313_0273	297519	298202	+	227	-	hypothetical protein
3577137	385777651	Clo1313_0274	298548	299063	+	171	-	type IV pilus assembly PilZ
3577138	385777652	Clo1313_0275	299387	300355	+	322	-	nifR3 family TIM-barrel protein
3577139	385777653	Clo1313_0276	300497	301600	+	367	-	type IV pilus assembly protein PilM
3577140	385777654	Clo1313_0277	301711	302214	+	167	-	thioesterase superfamily protein
3577141	385777655	Clo1313_0278	302351	303904	+	517	-	stage V sporulation protein B
3577142	385777656	Clo1313_0279	304439	304609	+	56	-	hypothetical protein
3577143	385777657	Clo1313_0280	304709	306205	-	498	-	DeoR family transcriptional regulator
3577144	385777671	Clo1313_0294	320081	320986	+	301	-	hypothetical protein
3577145	385777678	Clo1313_0301	328067	329176	+	369	-	hypothetical protein
3577146	385777683	Clo1313_0306	335122	335271	+	49	-	50S ribosomal protein L33
3577147	385777692	Clo1313_0315	346748	346987	+	79	-	ribosomal protein L7Ae/L30e/S12e/Gadd45
3577148	385777693	Clo1313_0316	347075	347503	+	142	-	30S ribosomal protein S12
3577149	385777708	Clo1313_0331	362959	364635	+	558	-	sigma-54 interacting domain-containing protein
3577150	385777709	Clo1313_0332	364847	365866	+	339	-	glycoprotease family metalloendopeptidase
3577151	385777710	Clo1313_0333	366580	367266	-	228	-	lytic transglycosylase
3577152	385777711	Clo1313_0334	367483	367806	-	107	-	hypothetical protein
3577153	385777714	Clo1313_0337	369701	370165	+	154	-	SsrA-binding protein
3577154	385777715	Clo1313_0338	370686	370865	+	59	-	hypothetical protein
3577155	385777716	Clo1313_0339	371586	371978	+	130	-	hypothetical protein
3577156	385777717	Clo1313_0340	372179	372352	+	57	-	hypothetical protein
3577157	385777722	Clo1313_0346	376800	378416	+	538	-	sodium/hydrogen exchanger
3577158	385777723	Clo1313_0347	378546	378674	+	42	-	DNA polymerase beta domain-containing protein
3577159	385777724	Clo1313_0348	378820	379698	+	292	-	AraC family transcriptional regulator
3577160	385777725	Clo1313_0349	380195	383080	+	961	-	glycoside hydrolase
3577161	385777726	Clo1313_0350	383245	385368	+	707	-	glycoside hydrolase
3577162	385777736	Clo1313_0360	398310	399008	-	232	-	CarD family transcriptional regulator
3577163	385777744	Clo1313_0368	403407	403748	+	113	-	hypothetical protein
3577164	385777745	Clo1313_0369	403860	404546	+	228	-	hypothetical protein
3577165	385777746	Clo1313_0370	404822	405562	+	246	-	N-acetylmuramoyl-L-alanine amidase family protein
3577166	385777747	Clo1313_0371	405850	406011	+	53	-	hypothetical protein
3577167	385777770	Clo1313_0394	427630	429762	-	710	-	hypothetical protein
3577168	385777771	Clo1313_0395	430143	431174	+	343	-	glycoside hydrolase
3577169	385777772	Clo1313_0396	431291	432328	+	345	-	LacI family transcriptional regulator
3577170	385777773	Clo1313_0397	432438	436844	+	1468	-	glucan endo-1,3-beta-D-glucosidase
3577171	385777774	Clo1313_0398	437030	438784	+	584	-	Na/Pi-cotransporter II-like protein
3577172	385777775	Clo1313_0399	439139	440914	+	591	-	Dockerin type 1
3577173	385777776	Clo1313_0400	441279	443117	+	612	-	glycoside hydrolase
3577174	385777779	Clo1313_0403	446237	447838	-	533	-	lysyl-tRNA synthetase
3577175	385777785	Clo1313_0410	458258	459244	+	328	-	oxidoreductase domain-containing protein
3577176	385777788	Clo1313_0413	461711	463411	-	566	-	glycoside hydrolase
3577177	385777789	Clo1313_0414	463715	464416	-	233	-	hypothetical protein
3577178	385777790	Clo1313_0415	464814	466631	+	605	-	phosphoenolpyruvate carboxykinase
3577179	385777791	Clo1313_0416	467907	468440	+	177	-	sigma 54 modulation protein/ribosomal protein S30EA
3577180	385777792	Clo1313_0417	468555	470780	+	741	-	ATP-dependent DNA helicase PcrA
3577181	385777793	Clo1313_0418	470926	472683	+	585	-	S-layer protein
3577182	385777794	Clo1313_0419	472853	473746	+	297	-	peptidase C39 bacteriocin processing
3577183	385777795	Clo1313_0420	473998	475533	-	511	-	Dockerin type 1
3577184	385777811	Clo1313_0436	490586	492337	+	583	-	glycoside hydrolase
3577185	385777812	Clo1313_0437	492413	493366	+	317	-	hypothetical protein
3577186	385777813	Clo1313_0438	493695	494174	+	159	-	transcription elongation factor GreA
3577187	385777817	Clo1313_0442	496170	496604	+	144	-	ATP-binding protein
3577188	385777849	Clo1313_0474	517534	518481	+	315	-	DNA-directed RNA polymerase subunit alpha
3577189	385777850	Clo1313_0475	518567	519091	+	174	-	50S ribosomal protein L17
3577190	385777851	Clo1313_0476	519175	520032	+	285	-	Cobalt ATP-binding cassette-like protein
3577191	385777852	Clo1313_0477	520111	520701	-	196	-	methyltransferase small
3577192	385777857	Clo1313_0482	527102	529129	-	675	-	regulatory protein DeoR
3577193	385777866	Clo1313_0491	537481	537957	+	158	-	CarD family transcriptional regulator
3577194	385777872	Clo1313_0497	544821	545291	-	156	-	2-C-methyl-D-erythritol 2,4-cyclo diphosphate synthase
3577195	385777873	Clo1313_0498	545926	547644	+	572	-	prolyl-tRNA synthetase
3577196	385777874	Clo1313_0499	547867	548709	+	280	-	hypothetical protein
3577197	385777875	Clo1313_0500	548762	550465	-	567	-	pectinesterase
3577198	385777876	Clo1313_0501	550720	552384	-	554	-	Pectate lyase/Amb allergen
3577199	385777877	Clo1313_0502	552839	553471	+	210	-	hypothetical protein
3577200	385777878	Clo1313_0503	553415	554140	-	241	-	IstB domain-containing protein ATP-binding protein
3577201	385777879	Clo1313_0505	555923	556444	+	173	-	hypothetical protein
3577202	385777880	Clo1313_0509	560865	561197	+	110	-	hypothetical protein
3577203	385777881	Clo1313_0510	561703	563328	-	541	-	family 5 extracellular solute-binding protein
3577204	385777886	Clo1313_0515	568051	568797	+	248	-	copper amine oxidase-like domain-containing protein
3577205	385777887	Clo1313_0516	569116	570294	+	392	-	major facilitator superfamily protein
3577206	385777888	Clo1313_0517	570447	571226	-	259	-	polyferredoxin
3577207	385777894	Clo1313_0523	577350	578051	+	233	-	sugar fermentation stimulation protein
3577208	385777897	Clo1313_0526	580410	581780	+	456	-	hypothetical protein
3577209	385777898	Clo1313_0527	581970	582677	+	235	-	CarD family transcriptional regulator
3577210	385777901	Clo1313_0530	583604	584116	-	170	-	hypothetical protein
3577211	385777902	Clo1313_0531	584465	585337	+	290	-	family 3 extracellular solute-binding protein
3577212	385777903	Clo1313_0532	585461	587116	+	551	-	methyl-accepting chemotaxis sensory transducer
3577213	385777909	Clo1313_0539	591289	594243	+	984	-	glycosyltransferase
3577214	385777910	Clo1313_0540	594334	594555	-	73	-	hypothetical protein
3577215	385777911	Clo1313_0541	594708	595304	+	198	-	peptide methionine sulfoxide reductase
3577216	385777912	Clo1313_0542	595417	597354	+	645	-	NADH:flavin oxidoreductase
3577217	385777913	Clo1313_0543	598077	598601	+	174	-	ECF subfamily RNA polymerase sigma-24 subunit
3577218	385777914	Clo1313_0544	598672	599718	+	348	-	hypothetical protein
3577219	385777915	Clo1313_0545	600178	602202	+	674	-	hypothetical protein
3577220	385777916	Clo1313_0546	602332	602565	+	77	-	hypothetical protein
3577221	385777917	Clo1313_0547	602908	603486	+	192	-	Pfpi family intracellular protease
3577222	385777918	Clo1313_0548	603794	604573	+	259	-	hypothetical protein
3577223	385777919	Clo1313_0549	604869	606596	+	575	-	ABC transporter
3577224	385777920	Clo1313_0550	606697	607269	-	190	-	hypothetical protein
3577225	385777921	Clo1313_0551	607496	608548	+	350	-	phosphate transporter
3577226	385777922	Clo1313_0552	608602	609225	+	207	-	phosphate transport regulator
3577227	385777923	Clo1313_0553	609463	610011	+	182	-	hypothetical protein
3577228	385777924	Clo1313_0554	610120	613569	-	1149	-	hydrogenase, Fe-only
3577229	385777925	Clo1313_0555	613874	615145	+	423	-	Peptidoglycan-binding lysin domain
3577230	385777928	Clo1313_0558	617010	617681	-	223	-	Superoxide dismutase
3577231	385777929	Clo1313_0559	617908	618201	-	97	-	hypothetical protein
3577232	385777930	Clo1313_0562	619371	619754	+	127	-	hypothetical protein
3577233	385777931	Clo1313_0563	620229	622121	+	630	-	carbohydrate binding family protein
3577234	385777946	Clo1313_0578	634743	636113	+	456	-	Citrate synthase
3577235	385777947	Clo1313_0579	636213	637409	-	398	-	pyridoxal-dependent decarboxylase
3577236	385777948	Clo1313_0580	637933	638424	+	163	-	CheW protein
3577237	385777949	Clo1313_0581	638556	641054	+	832	-	methyl-accepting chemotaxis sensory transducer with Cache sensor
3577238	385777950	Clo1313_0582	641118	641534	-	138	-	hypothetical protein
3577239	385777951	Clo1313_0583	641686	642120	+	144	-	hypothetical protein
3577240	385777954	Clo1313_0586	643221	644396	-	391	-	D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding protein
3577241	385777955	Clo1313_0587	645013	646725	+	570	-	methyl-accepting chemotaxis sensory transducer
3577242	385777956	Clo1313_0588	646812	647450	+	212	-	nitroreductase
3577243	385777957	Clo1313_0589	647662	648369	+	235	-	copper amine oxidase-like domain-containing protein
3577244	385777958	Clo1313_0590	648581	651046	+	821	-	cell division protein FtsK
