# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1821046	1822761	-							Clo1313_1563	1716		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1821046	1822761	-	ADU74624.1			Ricin B lectin			Clo1313_1563	1716	571	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1822966	1825413	-							Clo1313_1564	2448		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1822966	1825413	-	ADU74625.1			glycoside hydrolase family 81			Clo1313_1564	2448	815	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1825631	1826119	+							Clo1313_1565	489		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1825631	1826119	+	ADU74626.1			hypothetical protein			Clo1313_1565	489	162	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1826135	1826686	-							Clo1313_1566	552		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1826135	1826686	-	ADU74627.1			hypothetical protein			Clo1313_1566	552	183	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1826899	1827498	+							Clo1313_1567	600		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1826899	1827498	+	ADU74628.1			hypothetical protein			Clo1313_1567	600	199	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1827585	1827758	-							Clo1313_1568	174		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1827585	1827758	-	ADU74629.1			hypothetical protein			Clo1313_1568	174	57	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1828014	1829120	-							Clo1313_1569	1107		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1828014	1829120	-	ADU74630.1			type IV pilus assembly protein PilM			Clo1313_1569	1107	368	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1829427	1830572	-							Clo1313_1570	1146		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1829427	1830572	-	ADU74631.1			cysteine desulfurase family protein			Clo1313_1570	1146	381	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1830796	1832172	-							Clo1313_1571	1377		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1830796	1832172	-	ADU74632.1			biotin and thiamin synthesis associated			Clo1313_1571	1377	458	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1832486	1832749	-							Clo1313_1572	264		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1832486	1832749	-	ADU74633.1			hypothetical protein			Clo1313_1572	264	87	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1832877	1833113	-							Clo1313_1573	237		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1832877	1833113	-	ADU74634.1			4-oxalocrotonate tautomerase			Clo1313_1573	237	78	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1833196	1833870	-							Clo1313_1574	675		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1833196	1833870	-	ADU74635.1			hypothetical protein			Clo1313_1574	675	224	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1833863	1834363	-							Clo1313_1575	501		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1833863	1834363	-	ADU74636.1			hypothetical protein			Clo1313_1575	501	166	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1834486	1834779	-							Clo1313_1576	294		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1834486	1834779	-	ADU74637.1			hypothetical protein			Clo1313_1576	294	97	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1834907	1835236	-							Clo1313_1577	330		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1834907	1835236	-	ADU74638.1			hypothetical protein			Clo1313_1577	330	109	
gene	tRNA	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1835578	1835652	+							Clo1313_R0043	75		
tRNA		GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1835578	1835652	+				tRNA-Glu			Clo1313_R0043	75		
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1835747	1837387	+							Clo1313_1578	1641		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1835747	1837387	+	ADU74639.1			glutamyl-tRNA synthetase			Clo1313_1578	1641	546	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1837565	1838254	-							Clo1313_1579	690		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1837565	1838254	-	ADU74640.1			anaerobic ribonucleoside-triphosphate reductase activating protein			Clo1313_1579	690	229	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1838251	1840341	-							Clo1313_1580	2091		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1838251	1840341	-	ADU74641.1			anaerobic ribonucleoside-triphosphate reductase			Clo1313_1580	2091	696	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1840926	1843340	-							Clo1313_1581	2415		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1840926	1843340	-	ADU74642.1			homocysteine S-methyltransferase			Clo1313_1581	2415	804	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1843333	1843977	-							Clo1313_1582	645		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1843333	1843977	-	ADU74643.1			Vitamin B12 dependent methionine synthase activation region			Clo1313_1582	645	214	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1844072	1845145	-							Clo1313_1583	1074		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1844072	1845145	-	ADU74644.1			uncharacterized membrane protein			Clo1313_1583	1074	357	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1845369	1845554	+							Clo1313_1584	186		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1845369	1845554	+	ADU74645.1			hypothetical protein			Clo1313_1584	186	61	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1845571	1845813	+							Clo1313_1585	243		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1845571	1845813	+	ADU74646.1			Coat F domain protein			Clo1313_1585	243	80	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1845921	1846106	-							Clo1313_1586	186		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1845921	1846106	-	ADU74647.1			hypothetical protein			Clo1313_1586	186	61	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1846372	1848120	-							Clo1313_1587	1749		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1846372	1848120	-	ADU74648.1			Dockerin type 1			Clo1313_1587	1749	582	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1848339	1849541	+							Clo1313_1588	1203		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1848339	1849541	+	ADU74649.1			glycoside hydrolase family 13 domain protein			Clo1313_1588	1203	400	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1849747	1854426	+							Clo1313_1589	4680		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1849747	1854426	+	ADU74650.1			FHA domain containing protein			Clo1313_1589	4680	1559	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1854563	1854865	+							Clo1313_1590	303		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1854563	1854865	+	ADU74651.1			hypothetical protein			Clo1313_1590	303	100	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1855017	1855265	+							Clo1313_1591	249		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1855017	1855265	+	ADU74652.1			hypothetical protein			Clo1313_1591	249	82	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1855401	1856231	+							Clo1313_1592	831		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1855401	1856231	+	ADU74653.1			protein serine/threonine phosphatase			Clo1313_1592	831	276	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1856354	1858441	+							Clo1313_1593	2088		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1856354	1858441	+	ADU74654.1			serine/threonine protein kinase			Clo1313_1593	2088	695	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1858472	1858957	-							Clo1313_1594	486		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1858472	1858957	-	ADU74655.1			hypothetical protein			Clo1313_1594	486	161	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1858976	1859578	-							Clo1313_1595	603		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1858976	1859578	-	ADU74656.1			hypothetical protein			Clo1313_1595	603	200	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1859636	1859851	-							Clo1313_1596	216		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1859636	1859851	-	ADU74657.1			hypothetical protein			Clo1313_1596	216	71	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1859913	1860797	-							Clo1313_1597	885		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1859913	1860797	-	ADU74658.1			hypothetical protein			Clo1313_1597	885	294	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1860791	1861768	-							Clo1313_1598	978		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1860791	1861768	-	ADU74659.1			hypothetical protein			Clo1313_1598	978	325	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1861758	1863203	-							Clo1313_1599	1446		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1861758	1863203	-	ADU74660.1			type II secretion system protein E			Clo1313_1599	1446	481	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1863225	1864061	-							Clo1313_1600	837		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1863225	1864061	-	ADU74661.1			hypothetical protein			Clo1313_1600	837	278	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1864031	1864906	-							Clo1313_1601	876		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1864031	1864906	-	ADU74662.1			hypothetical protein			Clo1313_1601	876	291	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1865095	1866507	-							Clo1313_1602	1413		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1865095	1866507	-	ADU74663.1			hypothetical protein			Clo1313_1602	1413	470	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1866721	1868853	-							Clo1313_1603	2133		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1866721	1868853	-	ADU74664.1			glycoside hydrolase family 9			Clo1313_1603	2133	710	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1869417	1874222	-							Clo1313_1604	4806		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1869417	1874222	-	ADU74665.1			glycoside hydrolase family 9			Clo1313_1604	4806	1601	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1874903	1875541	-							Clo1313_1605	639		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1874903	1875541	-	ADU74666.1			transcriptional regulator, TraR/DksA family			Clo1313_1605	639	212	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1875811	1876617	+							Clo1313_1606	807		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1875811	1876617	+	ADU74667.1			methylthioadenosine phosphorylase			Clo1313_1606	807	268	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1876662	1877690	+							Clo1313_1607	1029		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1876662	1877690	+	ADU74668.1			translation initiation factor, aIF-2BI family			Clo1313_1607	1029	342	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1877767	1878159	-							Clo1313_1608	393		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1877767	1878159	-	ADU74669.1			iron (metal) dependent repressor, DtxR family			Clo1313_1608	393	130	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1878480	1878701	+							Clo1313_1609	222		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1878480	1878701	+	ADU74670.1			FeoA family protein			Clo1313_1609	222	73	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1878775	1880940	+							Clo1313_1610	2166		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1878775	1880940	+	ADU74671.1			ferrous iron transport protein B			Clo1313_1610	2166	721	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1880937	1881101	+							Clo1313_1611	165		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1880937	1881101	+	ADU74672.1			hypothetical protein			Clo1313_1611	165	54	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1881261	1882559	-							Clo1313_1612	1299		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1881261	1882559	-	ADU74673.1			AAA ATPase central domain protein			Clo1313_1612	1299	432	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1882593	1883024	-							Clo1313_1613	432		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1882593	1883024	-	ADU74674.1			amino acid-binding ACT domain protein			Clo1313_1613	432	143	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1883079	1884380	-							Clo1313_1614	1302		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1883079	1884380	-	ADU74675.1			Phenylacetate--CoA ligase			Clo1313_1614	1302	433	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1884490	1885065	-							Clo1313_1615	576		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1884490	1885065	-	ADU74676.1			indolepyruvate ferredoxin oxidoreductase, beta subunit			Clo1313_1615	576	191	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1885068	1886804	-							Clo1313_1616	1737		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1885068	1886804	-	ADU74677.1			indolepyruvate ferredoxin oxidoreductase, alpha subunit			Clo1313_1616	1737	578	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1887110	1888621	-							Clo1313_1617	1512		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1887110	1888621	-	ADU74678.1			SSS sodium solute transporter superfamily			Clo1313_1617	1512	503	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1888778	1890403	-							Clo1313_1618	1626		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1888778	1890403	-	ADU74679.1			RNA-metabolising metallo-beta-lactamase			Clo1313_1618	1626	541	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1890514	1891581	-							Clo1313_1619	1068		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1890514	1891581	-	ADU74680.1			histidinol-phosphate aminotransferase			Clo1313_1619	1068	355	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1891844	1892821	-							Clo1313_1620	978		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1891844	1892821	-	ADU74681.1			peptidase M42 family protein			Clo1313_1620	978	325	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1892868	1893917	-							Clo1313_1621	1050		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1892868	1893917	-	ADU74682.1			Cellulase			Clo1313_1621	1050	349	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1893911	1894960	-							Clo1313_1622	1050		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1893911	1894960	-	ADU74683.1			peptidase M42 family protein			Clo1313_1622	1050	349	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1895151	1897451	-							Clo1313_1623	2301		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1895151	1897451	-	ADU74684.1			DNA internalization-related competence protein ComEC/Rec2			Clo1313_1623	2301	766	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1897567	1898679	-							Clo1313_1624	1113		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1897567	1898679	-	ADU74685.1			NLP/P60 protein			Clo1313_1624	1113	370	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1898683	1898940	-							Clo1313_1625	258		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1898683	1898940	-	ADU74686.1			hypothetical protein			Clo1313_1625	258	85	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1898965	1899489	-							Clo1313_1626	525		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1898965	1899489	-	ADU74687.1			GCN5-related N-acetyltransferase			Clo1313_1626	525	174	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1899970	1901268	-							Clo1313_1627	1299		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1899970	1901268	-	ADU74688.1			thiamine biosynthesis protein ThiC			Clo1313_1627	1299	432	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1901270	1902340	-							Clo1313_1628	1071		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1901270	1902340	-	ADU74689.1			thiamine-phosphate pyrophosphorylase			Clo1313_1628	1071	356	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1902340	1902984	-							Clo1313_1629	645		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1902340	1902984	-	ADU74690.1			thiamine biosynthesis protein ThiF			Clo1313_1629	645	214	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1903061	1904170	-							Clo1313_1630	1110		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1903061	1904170	-	ADU74691.1			thiazole biosynthesis protein ThiH			Clo1313_1630	1110	369	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1904299	1905066	-							Clo1313_1631	768		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1904299	1905066	-	ADU74692.1			thiazole biosynthesis family protein			Clo1313_1631	768	255	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1905069	1905269	-							Clo1313_1632	201		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1905069	1905269	-	ADU74693.1			thiamine biosynthesis protein ThiS			Clo1313_1632	201	66	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1905534	1906157	-							Clo1313_1633	624		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1905534	1906157	-	ADU74694.1			ribosome biogenesis GTP-binding protein YsxC			Clo1313_1633	624	207	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1906230	1907297	-							Clo1313_1634	1068		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1906230	1907297	-	ADU74695.1			hypothetical protein			Clo1313_1634	1068	355	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1907499	1907627	+							Clo1313_1635	129		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1907499	1907627	+	ADU74696.1			hypothetical protein			Clo1313_1635	129	42	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1907872	1908072	+							Clo1313_1636	201		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1907872	1908072	+	ADU74697.1			hypothetical protein			Clo1313_1636	201	66	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1908194	1909237	-							Clo1313_1637	1044		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1908194	1909237	-	ADU74698.1			copper amine oxidase-like domain-containing protein			Clo1313_1637	1044	347	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1909515	1910177	-							Clo1313_1638	663		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1909515	1910177	-	ADU74699.1			Methyltransferase type 11			Clo1313_1638	663	220	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1910299	1911364	-							Clo1313_1639	1066		pseudo
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1911586	1914188	-							Clo1313_1640	2603		pseudo
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1912090	1913241	+							Clo1313_1641	1152		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1916708	1917163	-							Clo1313_1642	456		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1916708	1917163	-	ADU74700.1			hypothetical protein			Clo1313_1642	456	151	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1917245	1918396	-							Clo1313_1643	1152		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1917245	1918396	-	ADU74701.1			Resolvase domain protein			Clo1313_1643	1152	383	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1918472	1918804	-							Clo1313_1644	333		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1918472	1918804	-	ADU74702.1			hypothetical protein			Clo1313_1644	333	110	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1919053	1921191	-							Clo1313_1645	2139		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1919053	1921191	-	ADU74703.1			DEAD/DEAH box helicase domain protein			Clo1313_1645	2139	712	
gene	pseudogene	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1921209	1922540	-							Clo1313_1646	1332		pseudo
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1922530	1924374	-							Clo1313_1647	1845		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1922530	1924374	-	ADU74704.1			hypothetical protein			Clo1313_1647	1845	614	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1924535	1925203	-							Clo1313_1648	669		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1924535	1925203	-	ADU74705.1			Resolvase domain protein			Clo1313_1648	669	222	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1925487	1926263	-							Clo1313_1649	777		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1925487	1926263	-	ADU74706.1			hypothetical protein			Clo1313_1649	777	258	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1926288	1926494	-							Clo1313_1650	207		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1926288	1926494	-	ADU74707.1			DNA binding domain protein, excisionase family			Clo1313_1650	207	68	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1927600	1928752	+							Clo1313_1651	1153		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1927600	1928752	+	ADU74708.1			transposase IS3/IS911 family protein			Clo1313_1651	1155	384	ribosomal_slippage
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1928941	1929762	-							Clo1313_1652	822		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1928941	1929762	-	ADU74709.1			hypothetical protein			Clo1313_1652	822	273	
gene	tRNA	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1933816	1933891	-							Clo1313_R0044	76		
tRNA		GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1933816	1933891	-				tRNA-Ala			Clo1313_R0044	76		
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1933986	1934276	-							Clo1313_1653	291		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1933986	1934276	-	ADU74710.1			protein of unknown function DUF503			Clo1313_1653	291	96	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1934406	1935590	+							Clo1313_1654	1185		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1934406	1935590	+	ADU74711.1			response regulator receiver protein			Clo1313_1654	1185	394	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1935618	1937381	+							Clo1313_1655	1764		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1935618	1937381	+	ADU74712.1			PAS/PAC sensor signal transduction histidine kinase			Clo1313_1655	1764	587	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1937638	1939404	+							Clo1313_1656	1767		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1937638	1939404	+	ADU74713.1			Fibronectin-binding A domain protein			Clo1313_1656	1767	588	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1939418	1940611	+							Clo1313_1657	1194		
CDS	with_protein	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1939418	1940611	+	ADU74714.1			aminotransferase class I and II			Clo1313_1657	1194	397	
gene	protein_coding	GCA_000184925.1	Primary Assembly	chromosome		CP002416.1	1940678	1941199	-							Clo1313_1658	522		
