# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1944102	1944740	-	WP_003517661.1	WP_003517661.1		thiamine diphosphokinase			CLO1313_RS08385	639	212	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1944753	1945415	-							CLO1313_RS08390	663		old_locus_tag=Clo1313_1661
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1944753	1945415	-	WP_003517659.1	WP_003517659.1		ribulose-phosphate 3-epimerase			CLO1313_RS08390	663	220	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1945574	1946458	-					rsgA		CLO1313_RS08395	885		old_locus_tag=Clo1313_1662
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1945574	1946458	-	WP_003517657.1	WP_003517657.1		ribosome small subunit-dependent GTPase A	rsgA		CLO1313_RS08395	885	294	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1946478	1948589	-							CLO1313_RS08400	2112		old_locus_tag=Clo1313_1663
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1946478	1948589	-	WP_003517654.1	WP_003517654.1		serine/threonine-protein kinase			CLO1313_RS08400	2112	703	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1948660	1949397	-							CLO1313_RS08405	738		old_locus_tag=Clo1313_1664
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1948660	1949397	-	WP_003517653.1	WP_003517653.1		serine/threonine-protein phosphatase			CLO1313_RS08405	738	245	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1949462	1950511	-							CLO1313_RS08410	1050		old_locus_tag=Clo1313_1665
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1949462	1950511	-	WP_003517651.1	WP_003517651.1		23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN			CLO1313_RS08410	1050	349	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1950513	1951880	-							CLO1313_RS08415	1368		old_locus_tag=Clo1313_1666
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1950513	1951880	-	WP_003517649.1	WP_003517649.1		16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB			CLO1313_RS08415	1368	455	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1951880	1952563	-							CLO1313_RS08420	684		old_locus_tag=Clo1313_1667
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1951880	1952563	-	WP_003517648.1	WP_003517648.1		zinc metallopeptidase			CLO1313_RS08420	684	227	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1952580	1953350	-							CLO1313_RS08425	771		old_locus_tag=Clo1313_1668
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1952580	1953350	-	WP_003517644.1	WP_003517644.1		DUF116 domain-containing protein			CLO1313_RS08425	771	256	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1953325	1954245	-							CLO1313_RS08430	921		old_locus_tag=Clo1313_1669
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1953325	1954245	-	WP_003517643.1	WP_003517643.1		methionyl-tRNA formyltransferase			CLO1313_RS08430	921	306	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1954319	1954831	-					def		CLO1313_RS08435	513		old_locus_tag=Clo1313_1670
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1954319	1954831	-	WP_003517641.1	WP_003517641.1		peptide deformylase	def		CLO1313_RS08435	513	170	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1954878	1957325	-							CLO1313_RS08440	2448		old_locus_tag=Clo1313_1671
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1954878	1957325	-	WP_003517639.1	WP_003517639.1		primosomal protein N'			CLO1313_RS08440	2448	815	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1957624	1958043	-							CLO1313_RS08445	420		old_locus_tag=Clo1313_1672
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1957624	1958043	-	WP_003517637.1	WP_003517637.1		hypothetical protein			CLO1313_RS08445	420	139	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1958123	1959079	-							CLO1313_RS08450	957		old_locus_tag=Clo1313_1673
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1958123	1959079	-	WP_003517635.1	WP_003517635.1		polyprenyl synthetase family protein			CLO1313_RS08450	957	318	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1959108	1959620	-							CLO1313_RS08455	513		old_locus_tag=Clo1313_1674
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1959108	1959620	-	WP_003517633.1	WP_003517633.1		heptaprenyl diphosphate synthase subunit I			CLO1313_RS08455	513	170	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1959701	1960081	-							CLO1313_RS08460	381		old_locus_tag=Clo1313_1675
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1959701	1960081	-	WP_003517632.1	WP_003517632.1		NusG domain II-containing protein			CLO1313_RS08460	381	126	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1960065	1961156	-							CLO1313_RS08465	1092		old_locus_tag=Clo1313_1676
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1960065	1961156	-	WP_003517630.1	WP_003517630.1		FAD:protein FMN transferase			CLO1313_RS08465	1092	363	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1961527	1963302	+							CLO1313_RS08470	1776		old_locus_tag=Clo1313_1677
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1961527	1963302	+	WP_003517629.1	WP_003517629.1		pyridine nucleotide-disulfide oxidoreductase			CLO1313_RS08470	1776	591	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1963422	1964138	-							CLO1313_RS08475	717		old_locus_tag=Clo1313_1678
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1963422	1964138	-	WP_003517627.1	WP_003517627.1		single-stranded DNA-binding protein			CLO1313_RS08475	717	238	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1964491	1965225	-							CLO1313_RS08480	735		old_locus_tag=Clo1313_1679
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1964491	1965225	-	WP_003517625.1	WP_003517625.1		glutamate ligase			CLO1313_RS08480	735	244	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1965253	1966023	-							CLO1313_RS08485	771		old_locus_tag=Clo1313_1680
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1965253	1966023	-	WP_003517623.1	WP_003517623.1		polysaccharide deacetylase			CLO1313_RS08485	771	256	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1966330	1968171	+					asnB		CLO1313_RS08490	1842		old_locus_tag=Clo1313_1681
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1966330	1968171	+	WP_003517621.1	WP_003517621.1		asparagine synthase (glutamine-hydrolyzing)	asnB		CLO1313_RS08490	1842	613	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1968234	1969475	-							CLO1313_RS08495	1242		old_locus_tag=Clo1313_1682
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1968234	1969475	-	WP_003517619.1	WP_003517619.1		peptidyl-prolyl cis-trans isomerase			CLO1313_RS08495	1242	413	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1969758	1973528	-							CLO1313_RS08500	3771		old_locus_tag=Clo1313_1683
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1969758	1973528	-	WP_003517617.1	WP_003517617.1		phosphoribosylformylglycinamidine synthase			CLO1313_RS08500	3771	1256	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1973648	1974547	+							CLO1313_RS08505	900		old_locus_tag=Clo1313_1684
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1973648	1974547	+	WP_003517615.1	WP_003517615.1		LysR family transcriptional regulator			CLO1313_RS08505	900	299	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1974700	1975251	+							CLO1313_RS08510	552		old_locus_tag=Clo1313_1685
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1974700	1975251	+	WP_003517613.1	WP_003517613.1		XRE family transcriptional regulator			CLO1313_RS08510	552	183	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1975267	1976931	+							CLO1313_RS08515	1665		old_locus_tag=Clo1313_1686
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1975267	1976931	+	WP_003517611.1	WP_003517611.1		acetyl-CoA synthetase			CLO1313_RS08515	1665	554	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1976903	1977121	-							CLO1313_RS08520	219		
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1976903	1977121	-	WP_037294540.1	WP_037294540.1		hypothetical protein			CLO1313_RS08520	219	72	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1977105	1979009	-							CLO1313_RS08525	1905		old_locus_tag=Clo1313_1687
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1977105	1979009	-	WP_003517609.1	WP_003517609.1		molecular chaperone HtpG			CLO1313_RS08525	1905	634	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1979177	1980031	-							CLO1313_RS08530	855		old_locus_tag=Clo1313_1688
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1979177	1980031	-	WP_003517607.1	WP_003517607.1		metal ABC transporter permease			CLO1313_RS08530	855	284	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1980032	1980811	-							CLO1313_RS08535	780		old_locus_tag=Clo1313_1689
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1980032	1980811	-	WP_003517604.1	WP_003517604.1		metal ABC transporter ATP-binding protein			CLO1313_RS08535	780	259	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1980837	1981793	-							CLO1313_RS08540	957		old_locus_tag=Clo1313_1690
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1980837	1981793	-	WP_003517602.1	WP_003517602.1		ABC transporter substrate-binding protein			CLO1313_RS08540	957	318	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1981969	1982388	-							CLO1313_RS08545	420		old_locus_tag=Clo1313_1691
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1981969	1982388	-	WP_003517600.1	WP_003517600.1		transcriptional repressor			CLO1313_RS08545	420	139	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1982431	1982919	-							CLO1313_RS08550	489		old_locus_tag=Clo1313_1692
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1982431	1982919	-	WP_080514903.1	WP_080514903.1		prepilin peptidase			CLO1313_RS08550	489	162	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1982965	1983840	-							CLO1313_RS08555	876		old_locus_tag=Clo1313_1693
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1982965	1983840	-	WP_003517597.1	WP_003517597.1		serine/threonine-protein phosphatase			CLO1313_RS08555	876	291	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1984035	1986254	-							CLO1313_RS08560	2220		old_locus_tag=Clo1313_1694
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1984035	1986254	-	WP_003517595.1	WP_003517595.1		endoglucanase			CLO1313_RS08560	2220	739	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1986693	1987424	-							CLO1313_RS08565	732		old_locus_tag=Clo1313_1695
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1986693	1987424	-	WP_003517593.1	WP_003517593.1		M48 family peptidase			CLO1313_RS08565	732	243	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1987457	1988650	-							CLO1313_RS08570	1194		old_locus_tag=Clo1313_1696
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1987457	1988650	-	WP_003517592.1	WP_003517592.1		aminopeptidase P family protein			CLO1313_RS08570	1194	397	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1988849	1991455	-							CLO1313_RS08575	2607		old_locus_tag=Clo1313_1697
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1988849	1991455	-	WP_003517590.1	WP_003517590.1		ABC transporter permease			CLO1313_RS08575	2607	868	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1991452	1992135	-							CLO1313_RS08580	684		old_locus_tag=Clo1313_1698
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1991452	1992135	-	WP_003517588.1	WP_003517588.1		ABC transporter ATP-binding protein			CLO1313_RS08580	684	227	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1992244	1993260	-							CLO1313_RS08585	1017		old_locus_tag=Clo1313_1699
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1992244	1993260	-	WP_003517585.1	WP_003517585.1		sensor histidine kinase			CLO1313_RS08585	1017	338	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1993253	1993924	-							CLO1313_RS08590	672		old_locus_tag=Clo1313_1700
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1993253	1993924	-	WP_003517583.1	WP_003517583.1		DNA-binding response regulator			CLO1313_RS08590	672	223	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1993998	1995689	-							CLO1313_RS08595	1692		old_locus_tag=Clo1313_1701
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1993998	1995689	-	WP_003517581.1	WP_003517581.1		endoglucanase			CLO1313_RS08595	1692	563	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1995995	1996267	-							CLO1313_RS08600	273		old_locus_tag=Clo1313_1702
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1995995	1996267	-	WP_003517578.1	WP_003517578.1		hypothetical protein			CLO1313_RS08600	273	90	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1996370	1998553	-							CLO1313_RS08605	2184		old_locus_tag=Clo1313_1703
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1996370	1998553	-	WP_003517571.1	WP_003517571.1		peptidase domain-containing ABC transporter			CLO1313_RS08605	2184	727	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1998564	2000096	-							CLO1313_RS08610	1533		old_locus_tag=Clo1313_1704
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	1998564	2000096	-	WP_003517569.1	WP_003517569.1		radical SAM/SPASM domain-containing protein			CLO1313_RS08610	1533	510	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2000441	2000932	-							CLO1313_RS08615	492		old_locus_tag=Clo1313_1705
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2000441	2000932	-	WP_003517567.1	WP_003517567.1		haloacid dehalogenase			CLO1313_RS08615	492	163	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2001004	2001627	-							CLO1313_RS08620	624		old_locus_tag=Clo1313_1706
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2001004	2001627	-	WP_003517565.1	WP_003517565.1		hypothetical protein			CLO1313_RS08620	624	207	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2001765	2003306	-							CLO1313_RS08625	1542		old_locus_tag=Clo1313_1707
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2001765	2003306	-	WP_003517563.1	WP_003517563.1		hypothetical protein			CLO1313_RS08625	1542	513	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2003508	2004122	-							CLO1313_RS08630	615		
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2003508	2004122	-	WP_003517561.1	WP_003517561.1		hypothetical protein			CLO1313_RS08630	615	204	
gene	pseudogene	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2004162	2004293	-							CLO1313_RS15625	132		partial;pseudo
CDS	without_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2004162	2004293	-				peptidoglycan-binding protein			CLO1313_RS15625	132		partial;pseudo
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2004519	2004914	-							CLO1313_RS08635	396		old_locus_tag=Clo1313_1709
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2004519	2004914	-	WP_003520277.1	WP_003520277.1		hypothetical protein			CLO1313_RS08635	396	131	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2005139	2005615	-							CLO1313_RS08640	477		old_locus_tag=Clo1313_1710
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2005139	2005615	-	WP_003519804.1	WP_003519804.1		IS200/IS605 family transposase			CLO1313_RS08640	477	158	
gene	tRNA	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2005794	2005880	-							CLO1313_RS08645	87		old_locus_tag=Clo1313_R0045
tRNA		GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2005794	2005880	-				tRNA-Leu			CLO1313_RS08645	87		anticodon=CAA
gene	tRNA	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2006079	2006154	+							CLO1313_RS08650	76		old_locus_tag=Clo1313_R0046
tRNA		GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2006079	2006154	+				tRNA-Lys			CLO1313_RS08650	76		anticodon=CTT
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2006179	2007684	-							CLO1313_RS08655	1506		old_locus_tag=Clo1313_1711
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2006179	2007684	-	WP_003518008.1	WP_003518008.1		sensor histidine kinase			CLO1313_RS08655	1506	501	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2007949	2009058	+							CLO1313_RS08660	1110		old_locus_tag=Clo1313_1712
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2007949	2009058	+	WP_003518007.1	WP_003518007.1		sodium ion-translocating decarboxylase subunit beta			CLO1313_RS08660	1110	369	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2009076	2009237	+							CLO1313_RS08665	162		old_locus_tag=Clo1313_1713
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2009076	2009237	+	WP_003518006.1	WP_003518006.1		oxaloacetate decarboxylase			CLO1313_RS08665	162	53	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2009356	2009766	-							CLO1313_RS08670	411		old_locus_tag=Clo1313_1714
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2009356	2009766	-	WP_003518005.1	WP_003518005.1		hypothetical protein			CLO1313_RS08670	411	136	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2010022	2010669	+							CLO1313_RS08675	648		old_locus_tag=Clo1313_1715
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2010022	2010669	+	WP_003518004.1	WP_003518004.1		DNA polymerase III			CLO1313_RS08675	648	215	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2010689	2011405	-					pflA		CLO1313_RS08680	717		old_locus_tag=Clo1313_1716
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2010689	2011405	-	WP_003518003.1	WP_003518003.1		pyruvate formate lyase-activating protein	pflA		CLO1313_RS08680	717	238	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2011432	2013660	-							CLO1313_RS08685	2229		old_locus_tag=Clo1313_1717
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2011432	2013660	-	WP_003518002.1	WP_003518002.1		formate C-acetyltransferase			CLO1313_RS08685	2229	742	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2014046	2015281	-							CLO1313_RS08690	1236		old_locus_tag=Clo1313_1718
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2014046	2015281	-	WP_003518001.1	WP_003518001.1		poly-gamma-glutamate biosynthesis protein			CLO1313_RS08690	1236	411	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2015383	2015934	-							CLO1313_RS08695	552		old_locus_tag=Clo1313_1719
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2015383	2015934	-	WP_003518000.1	WP_003518000.1		RNA 2',3'-cyclic phosphodiesterase			CLO1313_RS08695	552	183	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2016086	2016952	-							CLO1313_RS08700	867		old_locus_tag=Clo1313_1720
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2016086	2016952	-	WP_003520349.1	WP_003520349.1		hypothetical protein			CLO1313_RS08700	867	288	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2017115	2017744	-							CLO1313_RS08705	630		old_locus_tag=Clo1313_1721
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2017115	2017744	-	WP_003517997.1	WP_003517997.1		hypothetical protein			CLO1313_RS08705	630	209	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2017776	2018360	-							CLO1313_RS08710	585		old_locus_tag=Clo1313_1722
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2017776	2018360	-	WP_003517996.1	WP_003517996.1		hypothetical protein			CLO1313_RS08710	585	194	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2018396	2018707	-							CLO1313_RS08715	312		old_locus_tag=Clo1313_1723
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2018396	2018707	-	WP_003517995.1	WP_003517995.1		hypothetical protein			CLO1313_RS08715	312	103	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2018734	2020362	-							CLO1313_RS08720	1629		old_locus_tag=Clo1313_1724
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2018734	2020362	-	WP_003517994.1	WP_003517994.1		DUF342 domain-containing protein			CLO1313_RS08720	1629	542	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2020402	2021172	-							CLO1313_RS08725	771		old_locus_tag=Clo1313_1725
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2020402	2021172	-	WP_003517993.1	WP_003517993.1		FliA/WhiG family RNA polymerase sigma factor			CLO1313_RS08725	771	256	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2021225	2021623	-							CLO1313_RS08730	399		old_locus_tag=Clo1313_1726
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2021225	2021623	-	WP_003517992.1	WP_003517992.1		hypothetical protein			CLO1313_RS08730	399	132	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2021638	2022123	-							CLO1313_RS08735	486		old_locus_tag=Clo1313_1727
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2021638	2022123	-	WP_003517991.1	WP_003517991.1		chemotaxis protein CheD			CLO1313_RS08735	486	161	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2022123	2022743	-							CLO1313_RS08740	621		old_locus_tag=Clo1313_1728
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2022123	2022743	-	WP_004463183.1	WP_004463183.1		chemotaxis protein CheC			CLO1313_RS08740	621	206	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2022748	2023212	-							CLO1313_RS08745	465		old_locus_tag=Clo1313_1729
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2022748	2023212	-	WP_003517989.1	WP_003517989.1		chemotaxis protein CheW			CLO1313_RS08745	465	154	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2023229	2025307	-							CLO1313_RS08750	2079		old_locus_tag=Clo1313_1730
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2023229	2025307	-	WP_003517988.1	WP_003517988.1		chemotaxis protein CheA			CLO1313_RS08750	2079	692	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2025307	2026371	-							CLO1313_RS08755	1065		old_locus_tag=Clo1313_1731
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2025307	2026371	-	WP_003517987.1	WP_003517987.1		chemotaxis response regulator protein-glutamate methylesterase			CLO1313_RS08755	1065	354	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2026381	2027055	-							CLO1313_RS08760	675		old_locus_tag=Clo1313_1732
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2026381	2027055	-	WP_003517986.1	WP_003517986.1		flagellar brake protein			CLO1313_RS08760	675	224	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2027098	2028006	-							CLO1313_RS08765	909		old_locus_tag=Clo1313_1733
CDS	with_protein	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2027098	2028006	-	WP_003517985.1	WP_003517985.1		MinD/ParA family protein			CLO1313_RS08765	909	302	
gene	protein_coding	GCF_000184925.1	Primary Assembly	chromosome		NC_017304.1	2028007	2029218	-					flhF		CLO1313_RS08770	1212		old_locus_tag=Clo1313_1734
