Protein_Accession	MD5	Seq_Len	Analysis	Signature_Accession	Signature_Descr	Start_location	Stop_location	Score (Eval)	Match	Date	InterPro_annot	InterPro_desc	GO_annot	Pathways_annot
WP_003513680.1	8b62874a41afcbfff56a20f9ad8c0f36	95	Gene3D	G3DSA:3.30.70.60		3	95	4.50E-28	T	20-06-2018	IPR014717	Translation elongation factor EF1B/ribosomal protein S6		
WP_003513680.1	8b62874a41afcbfff56a20f9ad8c0f36	95	TIGRFAM	TIGR00166	S6: ribosomal protein bS6	3	94	1.00E-26	T	20-06-2018	IPR000529	Ribosomal protein S6	GO:0003735|GO:0005840|GO:0006412|GO:0019843	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276
WP_003513680.1	8b62874a41afcbfff56a20f9ad8c0f36	95	Pfam	PF01250	Ribosomal protein S6	4	92	1.40E-28	T	20-06-2018	IPR000529	Ribosomal protein S6	GO:0003735|GO:0005840|GO:0006412|GO:0019843	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276
WP_003516421.1	603ed4aa2e70e0b553e8ca869e254587	1001	SUPERFAMILY	SSF49384		48	199	1.67E-27	T	20-06-2018	IPR008965	Carbohydrate-binding domain superfamily	GO:0030246	
WP_003516421.1	603ed4aa2e70e0b553e8ca869e254587	1001	Gene3D	G3DSA:2.60.40.710		40	222	2.90E-19	T	20-06-2018	IPR036966	Carbohydrate-binding module 3 superfamily	GO:0005975|GO:0030248	
WP_003516421.1	603ed4aa2e70e0b553e8ca869e254587	1001	ProSiteProfiles	PS50234	VWFA domain profile.	599	837	8.509	T	20-06-2018	IPR002035	"von Willebrand factor, type A"		
WP_003516421.1	603ed4aa2e70e0b553e8ca869e254587	1001	Gene3D	G3DSA:3.40.50.410		290	831	6.70E-08	T	20-06-2018	IPR036465	von Willebrand factor A-like domain superfamily		
WP_003516421.1	603ed4aa2e70e0b553e8ca869e254587	1001	SUPERFAMILY	SSF53300		611	715	9.45E-05	T	20-06-2018	IPR036465	von Willebrand factor A-like domain superfamily		
WP_003516421.1	603ed4aa2e70e0b553e8ca869e254587	1001	Pfam	PF00942	Cellulose binding domain	53	139	5.00E-12	T	20-06-2018	IPR001956	Carbohydrate-binding module 3	GO:0005975|GO:0030248	
WP_003516421.1	603ed4aa2e70e0b553e8ca869e254587	1001	CDD	cd00198	vWFA	625	718	0.00466784	T	20-06-2018				
WP_003516421.1	603ed4aa2e70e0b553e8ca869e254587	1001	SMART	SM01067		53	140	7.30E-18	T	20-06-2018	IPR001956	Carbohydrate-binding module 3	GO:0005975|GO:0030248	
WP_003520446.1	7c11b81fa644adefbb8c916c3868535f	167	Gene3D	G3DSA:3.20.19.10		1	167	1.40E-53	T	20-06-2018	IPR015928	"Aconitase/3-isopropylmalate dehydratase, swivel"		KEGG: 00290+4.2.1.33
WP_003520446.1	7c11b81fa644adefbb8c916c3868535f	167	PANTHER	PTHR43345		3	163	5.40E-60	T	20-06-2018				
WP_003520446.1	7c11b81fa644adefbb8c916c3868535f	167	Hamap	MF_01032	Methanogen homoaconitase small subunit [hacB].	3	163	40.106	T	20-06-2018	IPR011827	Hydrolyase LeuD/HacB/DmdB	GO:0008152|GO:0016836	KEGG: 00290+4.2.1.33
WP_003520446.1	7c11b81fa644adefbb8c916c3868535f	167	SUPERFAMILY	SSF52016		4	162	1.24E-51	T	20-06-2018				
WP_003520446.1	7c11b81fa644adefbb8c916c3868535f	167	Pfam	PF00694	Aconitase C-terminal domain	38	104	1.60E-20	T	20-06-2018	IPR000573	"Aconitase A/isopropylmalate dehydratase small subunit, swivel domain"	GO:0008152	KEGG: 00290+4.2.1.33
WP_003520446.1	7c11b81fa644adefbb8c916c3868535f	167	CDD	cd01577	IPMI_Swivel	9	122	2.45E-42	T	20-06-2018	IPR033940	"3-isopropylmalate dehydratase, swivel domain"		KEGG: 00290+4.2.1.33
WP_003520446.1	7c11b81fa644adefbb8c916c3868535f	167	PANTHER	PTHR43345:SF1		3	163	5.40E-60	T	20-06-2018				
WP_003520446.1	7c11b81fa644adefbb8c916c3868535f	167	TIGRFAM	TIGR02084	"leud: 3-isopropylmalate dehydratase, small subunit"	5	160	1.00E-82	T	20-06-2018	IPR011824	"Hydrolyase LeuD/DmdB, bacterial"	GO:0008152|GO:0016836	KEGG: 00290+4.2.1.33
WP_003520446.1	7c11b81fa644adefbb8c916c3868535f	167	TIGRFAM	TIGR02087	"LEUD_arch: 3-isopropylmalate dehydratase, small subunit"	5	161	1.20E-67	T	20-06-2018	IPR011827	Hydrolyase LeuD/HacB/DmdB	GO:0008152|GO:0016836	KEGG: 00290+4.2.1.33
WP_003518263.1	d51bed2c1a98ee09441e5907d08b8bba	514	SMART	SM00155		427	454	3.00E-06	T	20-06-2018	IPR001736	Phospholipase D/Transphosphatidylase	GO:0003824	Reactome: R-HSA-1483148
WP_003518263.1	d51bed2c1a98ee09441e5907d08b8bba	514	SMART	SM00155		248	275	6.00E-05	T	20-06-2018	IPR001736	Phospholipase D/Transphosphatidylase	GO:0003824	Reactome: R-HSA-1483148
WP_003518263.1	d51bed2c1a98ee09441e5907d08b8bba	514	SUPERFAMILY	SSF56024		107	343	9.64E-44	T	20-06-2018				
WP_003518263.1	d51bed2c1a98ee09441e5907d08b8bba	514	Gene3D	G3DSA:3.30.870.10		350	507	3.70E-27	T	20-06-2018				
WP_003518263.1	d51bed2c1a98ee09441e5907d08b8bba	514	TIGRFAM	TIGR04265	bac_cardiolipin: cardiolipin synthase	45	514	4.40E-99	T	20-06-2018	IPR022924	Cardiolipin synthase	GO:0008808|GO:0016780|GO:0032049	
WP_003518263.1	d51bed2c1a98ee09441e5907d08b8bba	514	CDD	cd09160	PLDc_SMU_988_like_2	339	514	2.76E-110	T	20-06-2018				
WP_003518263.1	d51bed2c1a98ee09441e5907d08b8bba	514	ProSiteProfiles	PS50035	Phospholipase D phosphodiesterase active site profile.	248	275	11.974	T	20-06-2018	IPR001736	Phospholipase D/Transphosphatidylase	GO:0003824	Reactome: R-HSA-1483148
WP_003518263.1	d51bed2c1a98ee09441e5907d08b8bba	514	PANTHER	PTHR21248		22	514	9.80E-98	T	20-06-2018				
WP_003518263.1	d51bed2c1a98ee09441e5907d08b8bba	514	CDD	cd09154	PLDc_SMU_988_like_1	174	309	1.74E-86	T	20-06-2018				
WP_003518263.1	d51bed2c1a98ee09441e5907d08b8bba	514	ProSiteProfiles	PS50035	Phospholipase D phosphodiesterase active site profile.	427	454	13.333	T	20-06-2018	IPR001736	Phospholipase D/Transphosphatidylase	GO:0003824	Reactome: R-HSA-1483148
WP_003518263.1	d51bed2c1a98ee09441e5907d08b8bba	514	Pfam	PF13396	Phospholipase_D-nuclease N-terminal	50	91	8.20E-12	T	20-06-2018	IPR027379	Cardiolipin synthase N-terminal		
WP_003518263.1	d51bed2c1a98ee09441e5907d08b8bba	514	SUPERFAMILY	SSF56024		303	498	1.68E-41	T	20-06-2018				
WP_003518263.1	d51bed2c1a98ee09441e5907d08b8bba	514	PANTHER	PTHR21248:SF20		22	514	9.80E-98	T	20-06-2018				
WP_003518263.1	d51bed2c1a98ee09441e5907d08b8bba	514	Gene3D	G3DSA:3.30.870.10		125	312	2.00E-30	T	20-06-2018				
WP_003518263.1	d51bed2c1a98ee09441e5907d08b8bba	514	Pfam	PF13091	PLD-like domain	355	478	6.10E-23	T	20-06-2018	IPR025202	Phospholipase D-like domain		Reactome: R-HSA-1483148|Reactome: R-HSA-1483166
WP_003518263.1	d51bed2c1a98ee09441e5907d08b8bba	514	Pfam	PF13091	PLD-like domain	165	295	8.30E-13	T	20-06-2018	IPR025202	Phospholipase D-like domain		Reactome: R-HSA-1483148|Reactome: R-HSA-1483166
WP_003517991.1	ea85154d962e4addecfac01b62535768	161	PANTHER	PTHR35147		4	159	1.50E-54	T	20-06-2018	IPR005659	Chemoreceptor glutamine deamidase CheD	GO:0006935|GO:0050568	
WP_003517991.1	ea85154d962e4addecfac01b62535768	161	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	29	5	T	20-06-2018				
WP_003517991.1	ea85154d962e4addecfac01b62535768	161	CDD	cd16352	CheD	5	152	3.54E-67	T	20-06-2018	IPR005659	Chemoreceptor glutamine deamidase CheD	GO:0006935|GO:0050568	
WP_003517991.1	ea85154d962e4addecfac01b62535768	161	PANTHER	PTHR35147:SF1		4	159	1.50E-54	T	20-06-2018				
WP_003517991.1	ea85154d962e4addecfac01b62535768	161	SUPERFAMILY	SSF64438		4	159	1.74E-48	T	20-06-2018	IPR011324	"Cytotoxic necrotizing factor-like, catalytic"		
WP_003517991.1	ea85154d962e4addecfac01b62535768	161	Pfam	PF03975	CheD chemotactic sensory transduction	48	153	1.00E-37	T	20-06-2018	IPR005659	Chemoreceptor glutamine deamidase CheD	GO:0006935|GO:0050568	
WP_003517991.1	ea85154d962e4addecfac01b62535768	161	Hamap	MF_01440	Chemoreceptor glutamine deamidase CheD [cheD].	1	157	27.62	T	20-06-2018	IPR005659	Chemoreceptor glutamine deamidase CheD	GO:0006935|GO:0050568	
WP_003517447.1	3c333f02bd56632a52d66d8127b8d482	419	PANTHER	PTHR43472:SF1		1	419	5.80E-178	T	20-06-2018				
WP_003517447.1	3c333f02bd56632a52d66d8127b8d482	419	Pfam	PF02844	"Phosphoribosylglycinamide synthetase, N domain"	1	100	4.60E-35	T	20-06-2018	IPR020562	"Phosphoribosylglycinamide synthetase, N-terminal"	GO:0004637|GO:0009113	KEGG: 00230+6.3.4.13|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|Reactome: R-HSA-73817
WP_003517447.1	3c333f02bd56632a52d66d8127b8d482	419	Gene3D	G3DSA:3.30.1490.20		85	187	4.80E-25	T	20-06-2018	IPR013815	"ATP-grasp fold, subdomain 1"	GO:0003824|GO:0005524	
WP_003517447.1	3c333f02bd56632a52d66d8127b8d482	419	ProSitePatterns	PS00184	Phosphoribosylglycinamide synthetase signature.	287	294	-	T	20-06-2018	IPR020559	"Phosphoribosylglycinamide synthetase, conserved site"	GO:0004637|GO:0009113	KEGG: 00230+6.3.4.13|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|Reactome: R-HSA-73817
WP_003517447.1	3c333f02bd56632a52d66d8127b8d482	419	Gene3D	G3DSA:3.40.50.20		2	84	5.60E-37	T	20-06-2018				
WP_003517447.1	3c333f02bd56632a52d66d8127b8d482	419	Gene3D	G3DSA:3.30.470.20		189	325	5.60E-59	T	20-06-2018				
WP_003517447.1	3c333f02bd56632a52d66d8127b8d482	419	Gene3D	G3DSA:3.90.600.10		327	419	9.40E-36	T	20-06-2018	IPR037123	"Phosphoribosylglycinamide synthetase, C-domain superfamily"	GO:0004637|GO:0009113	KEGG: 00230+6.3.4.13|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|Reactome: R-HSA-73817
WP_003517447.1	3c333f02bd56632a52d66d8127b8d482	419	PANTHER	PTHR43472		1	419	5.80E-178	T	20-06-2018				
WP_003517447.1	3c333f02bd56632a52d66d8127b8d482	419	Pfam	PF01071	"Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain"	101	293	4.10E-81	T	20-06-2018	IPR020561	"Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain"		KEGG: 00230+6.3.4.13|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|Reactome: R-HSA-73817
WP_003517447.1	3c333f02bd56632a52d66d8127b8d482	419	TIGRFAM	TIGR00877	purD: phosphoribosylamine--glycine ligase	1	419	5.70E-172	T	20-06-2018	IPR000115	Phosphoribosylglycinamide synthetase	GO:0004637|GO:0009113	KEGG: 00230+6.3.4.13|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|Reactome: R-HSA-73817
WP_003517447.1	3c333f02bd56632a52d66d8127b8d482	419	SMART	SM01210		327	419	8.70E-47	T	20-06-2018	IPR020560	"Phosphoribosylglycinamide synthetase, C-domain"	GO:0004637|GO:0009113	KEGG: 00230+6.3.4.13|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|Reactome: R-HSA-73817
WP_003517447.1	3c333f02bd56632a52d66d8127b8d482	419	Pfam	PF02843	"Phosphoribosylglycinamide synthetase, C domain"	328	419	6.50E-30	T	20-06-2018	IPR020560	"Phosphoribosylglycinamide synthetase, C-domain"	GO:0004637|GO:0009113	KEGG: 00230+6.3.4.13|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|Reactome: R-HSA-73817
WP_003517447.1	3c333f02bd56632a52d66d8127b8d482	419	SMART	SM01209		101	293	1.40E-130	T	20-06-2018				
WP_003517447.1	3c333f02bd56632a52d66d8127b8d482	419	SUPERFAMILY	SSF52440		1	101	3.17E-35	T	20-06-2018	IPR016185	Pre-ATP-grasp domain superfamily		
WP_003517447.1	3c333f02bd56632a52d66d8127b8d482	419	SUPERFAMILY	SSF51246		326	418	1.20E-30	T	20-06-2018	IPR011054	Rudiment single hybrid motif		Reactome: R-HSA-196780
WP_003517447.1	3c333f02bd56632a52d66d8127b8d482	419	SUPERFAMILY	SSF56059		102	343	1.01E-60	T	20-06-2018				
WP_003517447.1	3c333f02bd56632a52d66d8127b8d482	419	Hamap	MF_00138	Phosphoribosylamine--glycine ligase [purD].	1	419	41.07	T	20-06-2018	IPR000115	Phosphoribosylglycinamide synthetase	GO:0004637|GO:0009113	KEGG: 00230+6.3.4.13|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|Reactome: R-HSA-73817
WP_003517447.1	3c333f02bd56632a52d66d8127b8d482	419	ProSiteProfiles	PS50975	ATP-grasp fold profile.	107	313	41.642	T	20-06-2018	IPR011761	ATP-grasp fold	GO:0005524|GO:0046872	
WP_003518476.1	c34ee4c9b0991212c3e9f3de79ff8903	106	SUPERFAMILY	SSF159468		4	102	3.53E-24	T	20-06-2018	IPR036906	"ATPase, V1 complex, subunit F superfamily"	GO:0034220	Reactome: R-HSA-1222556|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-983712
WP_003518476.1	c34ee4c9b0991212c3e9f3de79ff8903	106	Pfam	PF01990	ATP synthase (F/14-kDa) subunit	4	93	1.60E-25	T	20-06-2018	IPR008218	"ATPase, V1 complex, subunit F"	GO:0034220	Reactome: R-HSA-1222556|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-983712
WP_003518476.1	c34ee4c9b0991212c3e9f3de79ff8903	106	Gene3D	G3DSA:3.40.50.10580		1	106	8.20E-28	T	20-06-2018	IPR036906	"ATPase, V1 complex, subunit F superfamily"	GO:0034220	Reactome: R-HSA-1222556|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-983712
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	CDD	cd10954	CE4_CtAXE_like	480	663	1.56E-87	T	20-06-2018				
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	ProSiteProfiles	PS51677	NodB homology domain profile.	480	658	44.536	T	20-06-2018	IPR002509	NodB homology domain	GO:0005975|GO:0016810	
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	Pfam	PF00404	Dockerin type I repeat	428	448	4.30E-08	T	20-06-2018	IPR002105	Dockerin type I repeat	GO:0000272|GO:0004553	
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	Pfam	PF00404	Dockerin type I repeat	394	414	3.00E-05	T	20-06-2018	IPR002105	Dockerin type I repeat	GO:0000272|GO:0004553	
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	Gene3D	G3DSA:2.60.120.180		27	230	5.70E-89	T	20-06-2018	IPR013319	Glycoside hydrolase family 11/12	GO:0004553	MetaCyc: PWY-6784
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	CDD	cd14256	Dockerin_I	392	448	3.33E-21	T	20-06-2018				
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	CDD	cd04084	CBM6_xylanase-like	252	373	1.33E-44	T	20-06-2018				
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	ProSiteProfiles	PS51761	Glycosyl hydrolases family 11 (GH11) domain profile.	31	225	73.063	T	20-06-2018	IPR033123	Glycosyl hydrolases family 11 (GH11) domain		MetaCyc: PWY-6784
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	ProSitePatterns	PS00448	Clostridium cellulosome enzymes repeated domain signature.	428	447	-	T	20-06-2018	IPR002105	Dockerin type I repeat	GO:0000272|GO:0004553	
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	Gene3D	G3DSA:1.10.1330.10		391	459	1.20E-05	T	20-06-2018				
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	Pfam	PF00457	Glycosyl hydrolases family 11	41	223	8.50E-71	T	20-06-2018	IPR033123	Glycosyl hydrolases family 11 (GH11) domain		MetaCyc: PWY-6784
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	ProSitePatterns	PS00777	Glycosyl hydrolases family 11 (GH11) active site signature 2.	209	220	-	T	20-06-2018	IPR033119	"Glycoside hydrolase family 11, active site 2"		MetaCyc: PWY-6784
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	ProSiteProfiles	PS51175	CBM6 (carbohydrate binding type-6) domain profile.	252	374	16.54	T	20-06-2018	IPR005084	Carbohydrate binding module family 6	GO:0030246	
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	Pfam	PF03422	Carbohydrate binding module (family 6)	255	374	4.90E-38	T	20-06-2018	IPR005084	Carbohydrate binding module family 6	GO:0030246	
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	SUPERFAMILY	SSF49785		245	374	4.76E-36	T	20-06-2018	IPR008979	Galactose-binding-like domain superfamily		
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	ProSitePatterns	PS00776	Glycosyl hydrolases family 11 (GH11) active site signature 1.	119	129	-	T	20-06-2018	IPR018208	"Glycoside hydrolase family 11, active site 1"		MetaCyc: PWY-6784
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	SUPERFAMILY	SSF88713		480	665	4.94E-54	T	20-06-2018	IPR011330	"Glycoside hydrolase/deacetylase, beta/alpha-barrel"	GO:0003824|GO:0005975	
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	PANTHER	PTHR10587		7	232	1.60E-54	T	20-06-2018				
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	ProSitePatterns	PS00018	EF-hand calcium-binding domain.	428	440	-	T	20-06-2018	IPR018247	"EF-Hand 1, calcium-binding site"		
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	Gene3D	G3DSA:2.60.120.260		246	378	4.70E-29	T	20-06-2018	IPR008979	Galactose-binding-like domain superfamily		
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	Gene3D	G3DSA:3.20.20.370		476	681	1.50E-51	T	20-06-2018				
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	ProSiteProfiles	PS51766	Dockerin domain profile.	388	456	26.912	T	20-06-2018	IPR016134	Dockerin domain	GO:0000272	
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	SMART	SM00606		247	375	3.70E-57	T	20-06-2018	IPR006584	"Cellulose binding, type IV"	GO:0030246	
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	MobiDBLite	mobidb-lite	consensus disorder prediction	229	249	-	T	20-06-2018				
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	SUPERFAMILY	SSF49899		31	232	8.45E-86	T	20-06-2018	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily		
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	MobiDBLite	mobidb-lite	consensus disorder prediction	454	477	-	T	20-06-2018				
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	SUPERFAMILY	SSF63446		391	457	4.45E-19	T	20-06-2018	IPR036439	Dockerin domain superfamily	GO:0000272	
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	PANTHER	PTHR10587:SF106		7	232	1.60E-54	T	20-06-2018				
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	Pfam	PF01522	Polysaccharide deacetylase	477	587	2.00E-29	T	20-06-2018	IPR002509	NodB homology domain	GO:0005975|GO:0016810	
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	PRINTS	PR00911	Glycosyl hydrolase family 11 signature	194	202	1.70E-16	T	20-06-2018	IPR001137	Glycoside hydrolase family 11	GO:0004553|GO:0005975	MetaCyc: PWY-6784
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	PRINTS	PR00911	Glycosyl hydrolase family 11 signature	119	129	1.70E-16	T	20-06-2018	IPR001137	Glycoside hydrolase family 11	GO:0004553|GO:0005975	MetaCyc: PWY-6784
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	PRINTS	PR00911	Glycosyl hydrolase family 11 signature	109	118	1.70E-16	T	20-06-2018	IPR001137	Glycoside hydrolase family 11	GO:0004553|GO:0005975	MetaCyc: PWY-6784
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	PRINTS	PR00911	Glycosyl hydrolase family 11 signature	146	152	1.70E-16	T	20-06-2018	IPR001137	Glycoside hydrolase family 11	GO:0004553|GO:0005975	MetaCyc: PWY-6784
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	PRINTS	PR00911	Glycosyl hydrolase family 11 signature	171	180	1.70E-16	T	20-06-2018	IPR001137	Glycoside hydrolase family 11	GO:0004553|GO:0005975	MetaCyc: PWY-6784
WP_014522591.1	37f833388b70c95cfded70d4cc9faafe	683	PRINTS	PR00911	Glycosyl hydrolase family 11 signature	166	171	1.70E-16	T	20-06-2018	IPR001137	Glycoside hydrolase family 11	GO:0004553|GO:0005975	MetaCyc: PWY-6784
WP_003518358.1	68300794a84bf661b58380844a9e38e2	294	CDD	cd06261	TM_PBP2	77	275	5.06E-18	T	20-06-2018	IPR000515	"ABC transporter type 1, transmembrane domain MetI-like"	GO:0016020|GO:0055085	
WP_003518358.1	68300794a84bf661b58380844a9e38e2	294	PANTHER	PTHR30406:SF1		17	292	1.40E-120	T	20-06-2018	IPR011866	"Sulphate ABC transporter, permease protein CysW"	GO:0008272|GO:0015116|GO:0016021	
WP_003518358.1	68300794a84bf661b58380844a9e38e2	294	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	93	283	1.20E-14	T	20-06-2018	IPR000515	"ABC transporter type 1, transmembrane domain MetI-like"	GO:0016020|GO:0055085	
WP_003518358.1	68300794a84bf661b58380844a9e38e2	294	TIGRFAM	TIGR00969	"3a0106s02: sulfate ABC transporter, permease protein"	22	285	3.30E-93	T	20-06-2018	IPR005667	Sulphate ABC transporter permease protein 2	GO:0008272|GO:0015419|GO:0016020	
WP_003518358.1	68300794a84bf661b58380844a9e38e2	294	TIGRFAM	TIGR02140	"permease_CysW: sulfate ABC transporter, permease protein CysW"	29	289	1.90E-116	T	20-06-2018	IPR011866	"Sulphate ABC transporter, permease protein CysW"	GO:0008272|GO:0015116|GO:0016021	
WP_003518358.1	68300794a84bf661b58380844a9e38e2	294	Gene3D	G3DSA:1.10.3720.10		29	294	4.40E-36	T	20-06-2018	IPR035906	MetI-like superfamily		
WP_003518358.1	68300794a84bf661b58380844a9e38e2	294	PANTHER	PTHR30406		17	292	1.40E-120	T	20-06-2018	IPR005667	Sulphate ABC transporter permease protein 2	GO:0008272|GO:0015419|GO:0016020	
WP_003518358.1	68300794a84bf661b58380844a9e38e2	294	ProSiteProfiles	PS50928	ABC transporter integral membrane type-1 domain profile.	77	281	21.296	T	20-06-2018	IPR000515	"ABC transporter type 1, transmembrane domain MetI-like"	GO:0016020|GO:0055085	
WP_003518358.1	68300794a84bf661b58380844a9e38e2	294	SUPERFAMILY	SSF161098		30	280	6.17E-50	T	20-06-2018	IPR035906	MetI-like superfamily		
WP_003516560.1	634fcaa22adf6bfbd4c37fcf512b14b0	278	PANTHER	PTHR43384		53	238	8.10E-14	T	20-06-2018				
WP_003516560.1	634fcaa22adf6bfbd4c37fcf512b14b0	278	PANTHER	PTHR43384:SF6		53	238	8.10E-14	T	20-06-2018				
WP_003516560.1	634fcaa22adf6bfbd4c37fcf512b14b0	278	Gene3D	G3DSA:3.40.50.300		50	278	3.10E-14	T	20-06-2018				
WP_003516560.1	634fcaa22adf6bfbd4c37fcf512b14b0	278	SUPERFAMILY	SSF52540		52	255	2.16E-16	T	20-06-2018	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
WP_003515373.1	35cfa977ab68da80b559422880e1288b	473	Gene3D	G3DSA:3.40.50.880		172	356	8.70E-11	T	20-06-2018	IPR029062	Class I glutamine amidotransferase-like		
WP_003515373.1	35cfa977ab68da80b559422880e1288b	473	Pfam	PF09822	ABC-type uncharacterized transport system	41	284	2.80E-31	T	20-06-2018	IPR019196	ABC-type uncharacterised transport system		Reactome: R-HSA-5610787|Reactome: R-HSA-5620924
WP_003515277.1	468a9eb3f5d85256b5bb1ecbb875480d	679	SMART	SM00387		565	674	1.90E-10	T	20-06-2018	IPR003594	Histidine kinase/HSP90-like ATPase		
WP_003515277.1	468a9eb3f5d85256b5bb1ecbb875480d	679	SUPERFAMILY	SSF55874		508	657	2.87E-19	T	20-06-2018	IPR036890	Histidine kinase/HSP90-like ATPase superfamily		
WP_003515277.1	468a9eb3f5d85256b5bb1ecbb875480d	679	PANTHER	PTHR45528		360	674	5.30E-42	T	20-06-2018				
WP_003515277.1	468a9eb3f5d85256b5bb1ecbb875480d	679	ProSiteProfiles	PS50109	Histidine kinase domain profile.	460	674	32.453	T	20-06-2018	IPR005467	Histidine kinase domain		Reactome: R-HSA-204174|Reactome: R-HSA-5362517
WP_003515277.1	468a9eb3f5d85256b5bb1ecbb875480d	679	CDD	cd00082	HisKA	451	515	3.67E-17	T	20-06-2018	IPR003661	"Signal transduction histidine kinase, dimerisation/phosphoacceptor domain"	GO:0000155|GO:0007165	
WP_003515277.1	468a9eb3f5d85256b5bb1ecbb875480d	679	Pfam	PF00512	His Kinase A (phospho-acceptor) domain	453	519	2.10E-14	T	20-06-2018	IPR003661	"Signal transduction histidine kinase, dimerisation/phosphoacceptor domain"	GO:0000155|GO:0007165	
WP_003515277.1	468a9eb3f5d85256b5bb1ecbb875480d	679	Gene3D	G3DSA:3.30.565.10		514	674	2.60E-21	T	20-06-2018	IPR036890	Histidine kinase/HSP90-like ATPase superfamily		
WP_003515277.1	468a9eb3f5d85256b5bb1ecbb875480d	679	Coils	Coil		496	516	-	T	20-06-2018				
WP_003515277.1	468a9eb3f5d85256b5bb1ecbb875480d	679	Gene3D	G3DSA:1.10.287.130		443	513	2.40E-16	T	20-06-2018				
WP_003515277.1	468a9eb3f5d85256b5bb1ecbb875480d	679	CDD	cd00075	HATPase_c	572	658	3.37E-10	T	20-06-2018	IPR003594	Histidine kinase/HSP90-like ATPase		
WP_003515277.1	468a9eb3f5d85256b5bb1ecbb875480d	679	SUPERFAMILY	SSF47384		440	520	3.73E-17	T	20-06-2018	IPR036097	"Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily"	GO:0000155|GO:0007165	
WP_003515277.1	468a9eb3f5d85256b5bb1ecbb875480d	679	Pfam	PF02518	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"	567	657	3.50E-08	T	20-06-2018	IPR003594	Histidine kinase/HSP90-like ATPase		
